platform,caption,likes,views,hashtags,caption_length,sentiment,virality_score
X,Testing out a new feature. Feedback welcome.,355466,554093,#project #facts #update #daily,7,0.4681818181818182,282.76
Instagram,Reviewing the latest industry report. Interesting findings.,113,3529,#project #info #daily,7,0.5,101.63
Instagram,Deeply concerned about the future. #crisis #worry,9522,44218,#unacceptable #frustration #disaster #struggle,7,0.0,198.8
Instagram,This is unacceptable. Major issues need to be addressed immediately. 😡,458,1000,#disaster #frustration,11,0.0625,109.51
X,What an amazing experience! Definitely a must-see. 🔥,429,1000,#positivevibes #joy,8,0.37500000000000006,116.66
Instagram,Testing out a new feature. Feedback welcome.,219286,219896,#update #facts #info,7,0.4681818181818182,301.78
YouTube,A quiet afternoon walk in the park. #nature #relax,367783,1764021,#facts #update #news,9,0.0,404.81
Instagram,Feeling incredibly happy and grateful today. Best day ever! 😊,100,1000,#happiness #joy #positivevibes #blessed,10,0.9,116.17
YouTube,Absolutely disgusted by this terrible news. A complete disaster. 😠,100,1000,#problem #frustration,10,-0.6333333333333333,116.27
Instagram,Captured this moment. #dailyphoto,202,1733,#news #facts #project,4,0.0,129.57
X,Captured this moment. #dailyphoto,1483,12068,#update #info #daily #facts,4,0.0,151.11
X,Absolutely disgusted by this terrible news. A complete disaster. 😠,103834,168599,#unacceptable #problem #frustration #fail,10,-0.6333333333333333,217.55
Instagram,Testing out a new feature. Feedback welcome.,357,1000,#daily #facts #update,7,0.4681818181818182,130.72
Facebook,A quiet afternoon walk in the park. #nature #relax,4088,195643,#project #update,9,0.0,261.87
X,What an amazing experience! Definitely a must-see. 🔥,918,280173,#joy #success #inspiration #blessed,8,0.37500000000000006,168.38
Instagram,Just sharing an update on the project. More details soon.,6281,39077,#news #update #daily,10,0.5,241.46
YouTube,Feeling incredibly happy and grateful today. Best day ever! 😊,1317,1767,#blessed #joy #success,10,0.9,225.96
X,What an amazing experience! Definitely a must-see. 🔥,1768,105444,#positivevibes #joy,8,0.37500000000000006,192.84
Instagram,So proud of this accomplishment! Hard work pays off. 💪,100,2134,#blessed #inspiration #positivevibes #happiness,10,0.35416666666666663,120.77
Instagram,So proud of this accomplishment! Hard work pays off. 💪,508230,508688,#joy #success #inspiration,10,0.35416666666666663,296.58
Instagram,Absolutely loving this! So much joy and inspiration. ✨,173,1199,#positivevibes #joy #inspiration #blessed,9,0.775,157.61
X,Reviewing the latest industry report. Interesting findings.,1533734,1533974,#facts #project #daily,7,0.5,324.03
X,Deeply concerned about the future. #crisis #worry,7030,20362,#problem #struggle,7,0.0,174.04
Facebook,Absolutely disgusted by this terrible news. A complete disaster. 😠,100,9673,#disaster #problem,10,-0.6333333333333333,138.94
Instagram,Testing out a new feature. Feedback welcome.,3625,55166,#info #facts #update,7,0.4681818181818182,219.69
Instagram,Absolutely disgusted by this terrible news. A complete disaster. 😠,2256,6931,#frustration #unacceptable,10,-0.6333333333333333,181.09
Facebook,What an amazing experience! Definitely a must-see. 🔥,90788,91391,#happiness #joy,8,0.37500000000000006,299.57
YouTube,Testing out a new feature. Feedback welcome.,166,6563,#update #daily #info,7,0.4681818181818182,208.68
Facebook,Deeply concerned about the future. #crisis #worry,2623,7626,#frustration #fail #struggle,7,0.0,205.47
X,Captured this moment. #dailyphoto,2163,29186,#update #facts #project,4,0.0,157.39
Facebook,Feeling incredibly happy and grateful today. Best day ever! 😊,17817,45275973,#positivevibes #happiness #inspiration,10,0.9,348.65
Instagram,Absolutely disgusted by this terrible news. A complete disaster. 😠,4884,5107,#frustration #problem #fail #struggle,10,-0.6333333333333333,180.11
Instagram,So proud of this accomplishment! Hard work pays off. 💪,19137,126260,#positivevibes #success,10,0.35416666666666663,233.59
X,Absolutely loving this! So much joy and inspiration. ✨,126761,2247211,#blessed #inspiration,9,0.775,294.28
Instagram,Can't believe this happened. Feeling really frustrated and disappointed. 😞,166,2248,#disaster #frustration #unacceptable #struggle,10,-0.725,134.99
Instagram,Testing out a new feature. Feedback welcome.,5787,50147,#update #info,7,0.4681818181818182,235.53
X,So proud of this accomplishment! Hard work pays off. 💪,2080,10822,#joy #inspiration,10,0.35416666666666663,190.3
X,Worst experience ever. So frustrating and a waste of time. 👎,13039,450677,#disaster #fail #frustration #struggle,11,-0.5333333333333333,228.13
X,Just sharing an update on the project. More details soon.,227,1000,#daily #info #update #project,10,0.5,120.98
X,Feeling incredibly happy and grateful today. Best day ever! 😊,18721,19311,#joy #inspiration,10,0.9,262.39
X,This is unacceptable. Major issues need to be addressed immediately. 😡,104625,1236196,#fail #unacceptable,11,0.0625,241.85
Instagram,Captured this moment. #dailyphoto,1280,27715,#update #info,4,0.0,182.66
YouTube,Absolutely disgusted by this terrible news. A complete disaster. 😠,100,1000,#unacceptable #struggle,10,-0.6333333333333333,137.04
Facebook,What an amazing experience! Definitely a must-see. 🔥,21661,22338,#positivevibes #blessed,8,0.37500000000000006,239.34
Instagram,Testing out a new feature. Feedback welcome.,3986,4759,#daily #project #update #facts,7,0.4681818181818182,192.66
Instagram,Can't believe this happened. Feeling really frustrated and disappointed. 😞,59712,63870,#unacceptable #fail #struggle,10,-0.725,231.98
Instagram,A quiet afternoon walk in the park. #nature #relax,3114,14650,#project #info,9,0.0,190.06
Facebook,Worst experience ever. So frustrating and a waste of time. 👎,170624,340553,#unacceptable #disaster,11,-0.5333333333333333,307.76
Facebook,Absolutely disgusted by this terrible news. A complete disaster. 😠,3839,66593,#fail #struggle #unacceptable,10,-0.6333333333333333,196.06
Facebook,Good vibes only. Spread happiness! ❤️,1567,4435,#joy #positivevibes,6,0.525,177.17
Facebook,Captured this moment. #dailyphoto,3191,11557,#project #facts #daily,4,0.0,218.03
YouTube,Just sharing an update on the project. More details soon.,2813,36858,#project #update #facts #info,10,0.5,256.84
Facebook,So proud of this accomplishment! Hard work pays off. 💪,168,1000,#happiness #inspiration #blessed #joy,10,0.35416666666666663,131.9
Facebook,Worst experience ever. So frustrating and a waste of time. 👎,4513,19852,#unacceptable #problem #fail,11,-0.5333333333333333,212.86
X,Feeling incredibly happy and grateful today. Best day ever! 😊,2966,79412,#inspiration #blessed #happiness #success,10,0.9,195.11
Instagram,A quiet afternoon walk in the park. #nature #relax,17332,18094,#project #daily,9,0.0,239.71
X,Deeply concerned about the future. #crisis #worry,13523,14434,#unacceptable #fail #disaster,7,0.0,187.64
X,Captured this moment. #dailyphoto,354,3585,#facts #daily #update #project,4,0.0,191.43
X,What an amazing experience! Definitely a must-see. 🔥,208,1000,#joy #inspiration #positivevibes,8,0.37500000000000006,142.98
X,Worst experience ever. So frustrating and a waste of time. 👎,6405,9375,#unacceptable #struggle #disaster,11,-0.5333333333333333,129.23
Instagram,Feeling incredibly happy and grateful today. Best day ever! 😊,100,3125,#inspiration #blessed #positivevibes #success,10,0.9,139.94
X,Captured this moment. #dailyphoto,636,2962,#facts #project,4,0.0,148.82
Facebook,Worst experience ever. So frustrating and a waste of time. 👎,19841,76544,#disaster #problem #struggle #fail,11,-0.5333333333333333,227.83
Instagram,Good vibes only. Spread happiness! ❤️,7974,712499,#joy #inspiration #positivevibes #happiness,6,0.525,268.56
YouTube,Just sharing an update on the project. More details soon.,21069,214624,#project #news #daily,10,0.5,289.09
Facebook,Just sharing an update on the project. More details soon.,13336,1644344,#update #info,10,0.5,285.54
Facebook,Captured this moment. #dailyphoto,2973,3153,#update #facts #info,4,0.0,187.33
Facebook,Just sharing an update on the project. More details soon.,6294,8583,#news #facts,10,0.5,248.79
X,What an amazing experience! Definitely a must-see. 🔥,1312,48439,#blessed #success,8,0.37500000000000006,176.62
Facebook,Can't believe this happened. Feeling really frustrated and disappointed. 😞,180,1000,#frustration #unacceptable #struggle,10,-0.725,129.7
Facebook,A quiet afternoon walk in the park. #nature #relax,13905,21471,#update #project,9,0.0,239.25
X,So proud of this accomplishment! Hard work pays off. 💪,68693,69263,#happiness #joy #blessed,10,0.35416666666666663,211.09
Facebook,Deeply concerned about the future. #crisis #worry,450,3632,#unacceptable #struggle,7,0.0,186.62
Facebook,Good vibes only. Spread happiness! ❤️,1005990,1006527,#happiness #success,6,0.525,372.8
Facebook,So proud of this accomplishment! Hard work pays off. 💪,100,2007,#inspiration #joy,10,0.35416666666666663,143.27
Facebook,This is unacceptable. Major issues need to be addressed immediately. 😡,205005,205724,#struggle #fail #unacceptable,11,0.0625,285.22
X,Testing out a new feature. Feedback welcome.,37225,1630601,#news #info #daily,7,0.4681818181818182,236.54
X,A quiet afternoon walk in the park. #nature #relax,5005,32457,#facts #project #info,9,0.0,179.02
X,Testing out a new feature. Feedback welcome.,236,1671,#project #info #daily #news,7,0.4681818181818182,113.16
Facebook,Feeling incredibly happy and grateful today. Best day ever! 😊,235665,265314,#happiness #success #positivevibes #inspiration,10,0.9,313.15
X,Reviewing the latest industry report. Interesting findings.,447220,1168413,#info #update #news,7,0.5,276.88
Instagram,Deeply concerned about the future. #crisis #worry,234,2923,#frustration #struggle #unacceptable #disaster,7,0.0,137.17
X,Testing out a new feature. Feedback welcome.,6930,365336,#update #info #daily,7,0.4681818181818182,228.34
YouTube,Absolutely loving this! So much joy and inspiration. ✨,159,1167,#blessed #positivevibes #success,9,0.775,152.19
Instagram,Feeling incredibly happy and grateful today. Best day ever! 😊,348,1000,#inspiration #success #positivevibes,10,0.9,169.32
YouTube,Good vibes only. Spread happiness! ❤️,23684,1070806,#joy #positivevibes,6,0.525,291.55
Facebook,What an amazing experience! Definitely a must-see. 🔥,100,6711,#blessed #success,8,0.37500000000000006,114.12
X,Absolutely loving this! So much joy and inspiration. ✨,10926,510866,#joy #positivevibes #happiness #success,9,0.775,250.73
Facebook,Deeply concerned about the future. #crisis #worry,503,49268,#frustration #fail,7,0.0,159.05
Facebook,Captured this moment. #dailyphoto,7563,49857,#facts #info,4,0.0,263.34
X,Just sharing an update on the project. More details soon.,3326,27184,#info #daily,10,0.5,178.2
YouTube,Just sharing an update on the project. More details soon.,1742,331114,#daily #update #project,10,0.5,273.78
YouTube,Absolutely loving this! So much joy and inspiration. ✨,2979,12125,#success #blessed #inspiration,9,0.775,255.42
Instagram,What an amazing experience! Definitely a must-see. 🔥,100,1418,#inspiration #positivevibes,8,0.37500000000000006,118.5
YouTube,Worst experience ever. So frustrating and a waste of time. 👎,3473,11844,#problem #fail,11,-0.5333333333333333,241.75
YouTube,Good vibes only. Spread happiness! ❤️,1622,8996,#happiness #inspiration #blessed #joy,6,0.525,245.24
Instagram,A quiet afternoon walk in the park. #nature #relax,46702,259243,#project #update #daily #info,9,0.0,295.87
X,Just sharing an update on the project. More details soon.,156,1000,#update #info,10,0.5,113.01
Facebook,Testing out a new feature. Feedback welcome.,28451,158422,#update #facts,7,0.4681818181818182,218.69
YouTube,Absolutely disgusted by this terrible news. A complete disaster. 😠,2962,29554,#frustration #problem,10,-0.6333333333333333,268.42
X,Captured this moment. #dailyphoto,7361,100079,#project #info,4,0.0,193.25
X,This is unacceptable. Major issues need to be addressed immediately. 😡,2299,15467,#fail #frustration #disaster #problem,11,0.0625,146.13
Facebook,Deeply concerned about the future. #crisis #worry,466,1184,#disaster #unacceptable #fail,7,0.0,159.22
Facebook,Feeling incredibly happy and grateful today. Best day ever! 😊,282,2294,#happiness #success #blessed #joy,10,0.9,176.19
X,A quiet afternoon walk in the park. #nature #relax,100,3039,#daily #update,9,0.0,120.09
Instagram,Absolutely disgusted by this terrible news. A complete disaster. 😠,2514,49158,#disaster #frustration,10,-0.6333333333333333,144.37
X,Testing out a new feature. Feedback welcome.,227,1000,#news #update,7,0.4681818181818182,138.99
Instagram,A quiet afternoon walk in the park. #nature #relax,42793,43677,#facts #update,9,0.0,234.67
Instagram,This is unacceptable. Major issues need to be addressed immediately. 😡,10359,536364,#problem #frustration,11,0.0625,216.58
YouTube,Absolutely loving this! So much joy and inspiration. ✨,5210,30814,#inspiration #positivevibes,9,0.775,279.17
X,Absolutely disgusted by this terrible news. A complete disaster. 😠,327707,2519518,#fail #frustration #struggle,10,-0.6333333333333333,272.21
Facebook,Just sharing an update on the project. More details soon.,46658,172840,#news #daily,10,0.5,290.64
Facebook,Good vibes only. Spread happiness! ❤️,297,3430,#success #joy,6,0.525,179.51
X,This is unacceptable. Major issues need to be addressed immediately. 😡,427,1130,#struggle #frustration,11,0.0625,136.96
Facebook,Deeply concerned about the future. #crisis #worry,148,1000,#unacceptable #frustration #struggle #problem,7,0.0,138.45
X,Reviewing the latest industry report. Interesting findings.,274,5458,#info #update #news #daily,7,0.5,151.86
